,Game,Date,Home,Opp,Rslt,IP,H,R,ER,UER,BB,SO,HR,HBP,ERA,BF,Pit,Str,IR,IS,SB,CS,AB,2B,3B,IBB,SH,SF,ROE,GDP,NumPlayers,Umpire,PitchersUsed,Team,Season
132,133,Sep 1,True,SEA,"W,4-2",9.0,6,2,2,0,3,7,1,0,4.85,36,133.0,91.0,1.0,0.0,1,0,33,1,0,1,0,0,0,0,3,Wally Bell,"D.Bush (5-62-W), J.Frasor (2-H), J.Speier (2-Sv)",TOR,2004
133,134,Sep 2,True,SEA,"W,8-6",9.0,11,6,6,0,4,5,0,0,4.86,41,172.0,110.0,2.0,0.0,1,0,37,3,0,0,0,0,0,1,6,Darren Spagnardi,"J.Miller (5-27), B.File (1-W), V.Chulk (1-H), K.Frederick (1-H), J.Frasor (0-H), J.Speier (0-Sv)",TOR,2004
134,135,Sep 3,True,OAK,"L,4-7",9.0,13,7,5,2,4,5,1,0,4.86,44,160.0,102.0,0.0,0.0,1,0,40,3,0,0,0,0,3,2,3,James Hoye,"T.Lilly (5-33-L), K.Frederick (0), J.Speier (0)",TOR,2004
135,136,Sep 4,True,OAK,"L,5-9",9.0,10,9,9,0,10,1,0,1,4.89,43,164.0,90.0,2.0,0.0,0,1,30,5,0,0,1,1,0,1,4,Ted Barrett,"M.Batista (5-52), V.Chulk (1-H), J.Frasor (1-BL), B.File (1)",TOR,2004
136,137,Sep 5,True,OAK,"W,13-5",9.0,10,5,5,0,6,7,2,2,4.89,44,162.0,91.0,2.0,0.0,0,0,36,1,0,0,0,0,0,1,5,Alfonso Márquez,"R.Glynn (99-52-W), S.Douglass (10), K.Frederick (1), B.File (0), K.Ligtenberg (4)",TOR,2004
137,138,Sep 7,False,ANA,"L,2-5",8.0,11,5,4,1,1,1,2,0,4.89,34,102.0,68.0,2.0,0.0,1,1,33,1,0,0,0,0,0,1,2,Charlie Reliford,"D.Bush (5-33-L), S.Douglass (1)",TOR,2004
138,139,Sep 8,False,ANA,"W,1-0",9.0,2,0,0,0,1,3,0,0,4.86,29,107.0,62.0,0.0,0.0,1,1,28,0,0,0,0,0,0,0,2,Jeff Kellogg,"J.Miller (5-80-W), J.Speier (4-Sv)",TOR,2004
139,140,Sep 9,False,ANA,"W,5-4",9.0,7,4,4,0,2,5,2,0,4.85,35,110.0,77.0,0.0,0.0,1,0,33,2,0,0,0,0,0,0,3,Dan Iassogna,"T.Lilly (5-52-W), J.Frasor (4-H), J.Speier (0-Sv)",TOR,2004
140,141,Sep 10,False,TEX,"L,3-10",8.0,17,10,9,1,2,6,3,0,4.88,42,153.0,98.0,1.0,1.0,0,1,40,4,0,0,0,0,0,0,4,Larry Young,"M.Batista (5-10-L), B.File (4), V.Chulk (5), K.Ligtenberg (4)",TOR,2004
141,142,Sep 11,False,TEX,"L,7-10",8.0,12,10,10,0,8,5,1,0,4.92,44,178.0,96.0,0.0,0.0,0,0,36,1,0,2,0,0,0,0,4,Angel Hernandez,"R.Glynn (5-44), K.Frederick (5-BSv), S.Douglass (3), J.Frasor (1-L)",TOR,2004
