,Game,Date,Home,Opp,Rslt,IP,H,R,ER,UER,BB,SO,HR,HBP,ERA,BF,Pit,Str,IR,IS,SB,CS,AB,2B,3B,IBB,SH,SF,ROE,GDP,NumPlayers,Umpire,PitchersUsed,Team,Season
22,23,May 1,False,FLA,"L,6-7",11.2,9,7,7,0,11,9,1,0,4.82,54,230.0,125.0,2.0,0.0,2,0,41,1,0,2,2,0,0,1,6,Mike Winters,"D.Nied (4-30), W.Blair (1), J.Parrett (2), S.Fredrickson (1), G.Wayne (1), S.Reed (1-L)",COL,1993
23,24,May 2,False,FLA,"W,2-1",9.0,7,1,1,0,4,9,0,0,4.66,37,159.0,102.0,1.0,0.0,1,0,33,1,0,0,0,0,0,0,3,Rich Rieker,"B.Henry (4-68-W), W.Blair (0-H), D.Holmes (3-Sv)",COL,1993
24,25,May 4,False,CHC,"W,14-13",11.0,21,13,13,0,3,8,2,0,4.95,54,182.0,116.0,7.0,5.0,0,0,51,3,0,0,0,0,0,2,6,Tom Hallion,"A.Ashby (4-38), J.Parrett (2-BSv), S.Fredrickson (2), G.Wayne (2), D.Holmes (1), W.Blair (1-W)",COL,1993
25,26,May 5,False,CHC,"L,2-3",8.0,7,3,3,0,2,6,1,0,4.89,33,120.0,74.0,0.0,0.0,1,0,29,1,0,1,0,2,0,0,2,Jim Quick,"A.Reynoso (4-53-L), S.Reed (3)",COL,1993
26,27,May 6,True,ATL,"L,3-13",9.0,15,13,13,0,5,8,4,0,5.2,48,184.0,103.0,0.0,0.0,1,0,40,1,1,0,2,1,0,0,3,Dana DeMuth,"D.Nied (4-37-L), M.Knudson (99), S.Fredrickson (1)",COL,1993
27,28,May 7,True,ATL,"L,5-13",9.0,16,13,12,1,2,4,4,0,5.44,46,161.0,98.0,1.0,0.0,1,0,42,4,0,0,1,1,2,0,4,Charlie Reliford,"B.Henry (4-28), J.Parrett (2-L), W.Blair (2), G.Wayne (2)",COL,1993
28,29,May 8,True,ATL,"L,7-8",9.0,9,8,2,6,7,6,1,0,5.32,43,,,3.0,3.0,0,0,36,0,0,0,0,0,2,2,4,Jerry Layne,"B.Ruffin (9-65), W.Blair (0), S.Fredrickson (1-L), G.Wayne (0)",COL,1993
29,30,May 9,True,ATL,"L,7-12",9.0,11,12,10,2,9,6,2,0,5.48,47,201.0,109.0,3.0,3.0,1,0,38,3,0,0,0,0,1,0,4,Paul Runge,"A.Ashby (4-35), S.Reed (3-BL), J.Parrett (1), M.Knudson (2)",COL,1993
30,31,May 10,True,SFG,"W,7-4",9.0,13,4,4,0,2,8,1,0,5.43,39,128.0,84.0,,,0,0,36,2,2,0,0,1,0,3,1,Bill Hohn,A.Reynoso (4-51-W),COL,1993
31,32,May 11,True,SFG,"L,3-5",9.0,13,5,5,0,6,4,0,0,5.42,45,186.0,109.0,0.0,0.0,4,0,36,5,0,1,1,2,0,1,3,Larry Poncino,"D.Nied (4-46-L), W.Blair (2), G.Wayne (2)",COL,1993
