,Game,Date,Home,Opp,Rslt,IP,H,R,ER,UER,BB,SO,HR,HBP,ERA,BF,Pit,Str,IR,IS,SB,CS,AB,2B,3B,IBB,SH,SF,ROE,GDP,NumPlayers,Umpire,PitchersUsed,Team,Season
21,22,Apr 29,False,ATL,"W,6-5",9.0,10,5,5,0,3,4,2,0,3.52,40,136.0,86.0,0.0,0.0,0,0,36,2,0,0,1,0,0,0,3,Eric Gregg,"L.Aquino (4-45-W), R.Lewis (1-H), T.Hoffman (1-Sv)",FLA,1993
22,23,Apr 30,True,COL,"L,2-6",9.0,12,6,6,0,6,7,1,0,3.63,45,137.0,80.0,0.0,0.0,3,0,38,1,0,3,0,1,0,0,3,Brian Gorman,"R.Bowen (4-37-L), J.Corsi (99), C.Carpenter (3)",FLA,1993
23,24,May 1,True,COL,"W,7-6",12.0,11,6,6,0,6,10,0,2,3.68,53,184.0,112.0,3.0,2.0,2,3,45,3,0,1,0,0,0,0,5,Mike Winters,"C.Hough (4-36), C.Carpenter (0-BSv), B.McClure (2), T.Hoffman (1), B.Harvey (2-W)",FLA,1993
24,25,May 2,True,COL,"L,1-2",9.0,6,2,2,0,0,6,0,0,3.61,33,124.0,86.0,0.0,0.0,3,0,33,1,0,0,0,0,0,0,2,Rich Rieker,"J.Armstrong (4-67-L), J.Corsi (1)",FLA,1993
25,26,May 4,True,CIN,"W,9-6",9.0,8,6,5,1,4,4,2,0,3.66,38,141.0,84.0,2.0,0.0,0,0,34,1,0,0,0,0,1,2,3,Bruce Froemming,"C.Hammond (5-35-W), T.Hoffman (2-H), B.Harvey (2-Sv)",FLA,1993
26,27,May 5,True,CIN,"L,2-6",9.0,6,6,6,0,4,9,2,0,3.75,37,142.0,90.0,1.0,0.0,1,0,33,0,0,0,0,0,0,0,4,Ed Montague,"R.Bowen (4-40-L), R.Lewis (5), J.Klink (11), C.Carpenter (3)",FLA,1993
27,28,May 7,False,NYM,"L,0-4",8.0,7,4,4,0,0,7,2,0,3.77,30,112.0,77.0,1.0,0.0,0,0,30,0,0,0,0,0,0,1,4,Jerry Crawford,"C.Hough (5-50-L), L.Aquino (7), B.McClure (5), J.Corsi (4)",FLA,1993
28,29,May 8,False,NYM,"W,4-2",9.0,4,2,2,0,4,6,1,1,3.71,35,131.0,75.0,0.0,0.0,1,1,30,0,0,0,0,0,0,0,3,Steve Rippley,"J.Armstrong (5-55-W), T.Hoffman (3-H), B.Harvey (3-Sv)",FLA,1993
29,30,May 9,False,NYM,"W,6-4",9.0,10,4,3,1,0,7,0,0,3.69,39,140.0,93.0,0.0,0.0,0,0,39,4,0,0,0,0,2,0,3,Tom Hallion,"C.Hammond (4-67-W), J.Corsi (1), B.Harvey (0-Sv)",FLA,1993
30,31,May 10,False,NYM,"L,0-1",8.0,3,1,1,0,5,5,0,0,3.62,31,95.0,58.0,,,2,1,25,0,0,0,0,1,0,0,1,Jim Quick,R.Bowen (4-72-L),FLA,1993
31,32,May 11,False,MON,"L,4-6",8.0,10,6,6,0,4,5,0,1,3.7,37,136.0,82.0,6.0,3.0,1,0,31,2,1,1,1,0,0,1,5,Dana DeMuth,"L.Aquino (3-49), C.Carpenter (5-L), B.McClure (3-BSv), T.Hoffman (2), J.Klink (5)",FLA,1993
32,33,May 12,False,MON,"W,10-7",9.0,10,7,6,1,3,3,2,1,3.77,41,159.0,89.0,2.0,1.0,0,0,36,3,0,0,0,1,1,1,4,Dana DeMuth,"C.Hough (4-26), R.Lewis (6-W), T.Hoffman (0-H), B.Harvey (2-Sv)",FLA,1993
33,34,May 13,False,MON,"L,4-5",8.1,9,5,5,0,6,4,3,0,3.82,39,133.0,78.0,4.0,1.0,3,1,33,1,0,0,0,0,0,0,4,Charlie Reliford,"J.Armstrong (4-58), J.Klink (1-H), C.Carpenter (1-BSv), J.Corsi (3-L)",FLA,1993
34,35,May 14,False,STL,"L,2-7",8.0,13,7,7,0,3,1,1,0,3.92,38,130.0,74.0,5.0,2.0,1,0,34,0,0,1,1,0,1,2,4,Bruce Froemming,"C.Hammond (4-34-L), C.Carpenter (0), B.McClure (2), J.Corsi (0)",FLA,1993
35,36,May 15,False,STL,"W,8-0",9.0,6,0,0,0,4,3,0,0,3.81,34,119.0,73.0,,,0,1,30,1,0,0,0,0,0,1,1,Brian Gorman,R.Bowen (4-74-W),FLA,1993
36,37,May 16,False,STL,"L,0-1",8.1,5,1,1,0,3,5,0,0,3.74,33,124.0,79.0,0.0,0.0,1,0,30,1,0,2,0,0,0,0,2,Mike Winters,"L.Aquino (4-80), T.Hoffman (3-L)",FLA,1993
37,38,May 17,True,PHI,"L,3-10",9.0,17,10,10,0,5,9,0,0,3.91,49,187.0,111.0,0.0,0.0,2,0,43,5,1,1,1,0,0,0,5,Bob Davidson,"C.Hough (4-30-L), C.Carpenter (2), B.McClure (2), J.Corsi (2), B.Harvey (4)",FLA,1993
38,39,May 18,True,PHI,"L,0-6",9.0,8,6,6,0,4,4,1,1,3.97,39,129.0,82.0,1.0,0.0,0,0,33,1,0,1,1,0,0,0,3,Bill Hohn,"J.Armstrong (4-35-L), J.Klink (4), M.Turner (19)",FLA,1993
39,40,May 19,True,PHI,"W,5-3",9.0,3,3,3,0,6,7,2,0,3.94,35,127.0,70.0,1.0,0.0,0,0,28,1,0,0,1,0,0,1,4,Larry Poncino,"C.Hammond (4-53), R.Lewis (6-W), T.Hoffman (2-H), B.Harvey (1-Sv)",FLA,1993
40,41,May 21,True,CHC,"W,5-3",9.0,9,3,3,0,4,5,0,0,3.92,41,147.0,94.0,0.0,0.0,0,0,37,2,1,2,0,0,2,1,3,Ed Rapuano,"R.Bowen (5-51), T.Hoffman (1-W), B.Harvey (1-Sv)",FLA,1993
41,42,May 22,True,CHC,"L,1-2",9.0,8,2,1,1,3,7,0,2,3.85,40,137.0,86.0,0.0,0.0,2,1,35,3,0,1,0,0,1,0,3,Larry Vanover,"L.Aquino (5-59-L), J.Klink (3), M.Turner (3)",FLA,1993
42,43,May 23,True,CHC,"W,4-2",9.0,6,2,2,0,1,8,1,0,3.8,34,146.0,101.0,1.0,0.0,2,0,33,0,0,0,0,0,1,1,2,Harry Wendelstedt,"J.Armstrong (4-62-W), B.Harvey (1-Sv)",FLA,1993
43,44,May 25,False,PIT,"L,0-2",8.0,8,2,2,0,0,4,0,0,3.77,31,114.0,75.0,1.0,0.0,0,0,31,1,0,0,0,0,0,1,3,Terry Tata,"C.Hough (7-59-L), J.Klink (2), C.Carpenter (7)",FLA,1993
44,45,May 26,False,PIT,"W,5-4",9.0,3,4,4,0,4,9,2,0,3.78,34,122.0,73.0,0.0,0.0,0,0,30,0,0,0,0,0,1,1,2,Rich Rieker,"C.Hammond (6-63-W), B.Harvey (2-Sv)",FLA,1993
45,46,May 27,False,PIT,"L,8-13",8.0,13,13,10,3,9,5,1,0,3.92,48,163.0,90.0,0.0,0.0,0,0,37,3,0,2,2,0,2,0,4,Jeff Kellogg,"R.Bowen (5-29-L), R.Lewis (7), C.Carpenter (1), T.Hoffman (5)",FLA,1993
46,47,May 28,True,HOU,"W,5-4",12.0,14,4,4,0,3,3,3,0,3.9,52,174.0,109.0,2.0,0.0,1,0,48,1,0,0,1,0,0,1,7,Joe West,"J.Armstrong (4-35), C.Carpenter (0), M.Turner (5), T.Hoffman (0), J.Klink (2), B.Harvey (1), R.Lewis (0-W)",FLA,1993
47,48,May 29,True,HOU,"L,2-4",9.0,9,4,4,0,3,4,0,0,3.9,38,124.0,80.0,1.0,1.0,3,0,35,3,0,0,0,0,0,1,3,Frank Pulli,"C.Hough (3-52-L), J.Klink (0), J.Corsi (11)",FLA,1993
48,49,May 30,True,HOU,"L,1-2",9.0,8,2,2,0,1,7,1,0,3.86,34,132.0,80.0,1.0,0.0,2,0,31,1,0,0,1,1,0,2,3,Gary Darling,"L.Aquino (7-62-L), J.Klink (0), M.Turner (1)",FLA,1993
49,50,Jun 1(1),True,SFG,"W,7-3",9.0,12,3,3,0,3,6,0,0,3.84,39,129.0,83.0,1.0,0.0,0,1,36,2,0,1,0,0,0,2,3,Eric Gregg,"C.Hammond (5-37-W), T.Hoffman (3-H), B.Harvey (3)",FLA,1993
50,51,Jun 1(2),True,SFG,"L,3-4",9.0,8,4,4,0,4,4,0,1,3.85,37,135.0,89.0,5.0,1.0,0,2,32,1,0,1,0,0,1,1,4,Greg Bonin,"R.Bowen (4-39-L), J.Klink (1), R.Lewis (3), C.Carpenter (3)",FLA,1993
51,52,Jun 2,True,SFG,"L,2-3",9.0,7,3,3,0,3,12,1,1,3.83,38,144.0,96.0,2.0,0.0,0,0,32,2,0,1,1,1,1,0,3,Terry Tata,"J.Armstrong (4-56-L), M.Turner (2), R.Lewis (0)",FLA,1993
52,53,Jun 4,False,SDP,"W,6-2",9.0,6,2,2,0,2,11,1,0,3.79,36,145.0,99.0,0.0,0.0,0,0,34,0,0,0,0,0,2,0,2,Steve Rippley,"C.Hough (5-70-W), T.Hoffman (2)",FLA,1993
53,54,Jun 5,False,SDP,"W,3-1",9.0,6,1,1,0,1,4,0,1,3.74,33,115.0,76.0,0.0,0.0,0,0,31,1,0,0,0,0,0,2,2,Tom Hallion,"L.Aquino (5-67-W), B.Harvey (3-Sv)",FLA,1993
54,55,Jun 6,False,SDP,"W,9-2",9.0,9,2,1,1,4,6,0,0,3.69,40,135.0,83.0,3.0,0.0,0,0,34,1,0,0,1,1,1,0,2,Jim Quick,"C.Hammond (4-55-W), T.Hoffman (1)",FLA,1993
55,56,Jun 7,False,LAD,"W,5-3",9.0,5,3,3,0,7,4,0,0,3.68,36,135.0,74.0,2.0,0.0,0,0,28,1,0,0,0,1,0,3,4,Paul Runge,"R.Bowen (5-50), J.Klink (5), R.Lewis (4-W), T.Hoffman (0-Sv)",FLA,1993
56,57,Jun 8,False,LAD,"L,1-2",8.0,4,2,2,0,1,4,1,0,3.66,29,120.0,74.0,1.0,0.0,1,0,28,1,0,0,0,0,1,0,3,Jeff Kellogg,"J.Armstrong (5-59-L), C.Carpenter (6), J.Klink (0)",FLA,1993
57,58,Jun 10,True,PIT,"W,4-3",9.0,7,3,2,1,2,6,1,0,3.63,35,131.0,81.0,0.0,0.0,0,1,33,2,0,0,0,0,1,1,4,Greg Bonin,"C.Hough (5-57), J.Klink (1), M.Turner (7-W), B.Harvey (4-Sv)",FLA,1993
58,59,Jun 11,True,PIT,"W,11-3",9.0,7,3,3,0,4,4,0,0,3.62,38,115.0,74.0,0.0,0.0,0,0,32,0,0,0,1,1,0,0,2,Terry Tata,"L.Aquino (5-50-W), T.Hoffman (3)",FLA,1993
59,60,Jun 12,True,PIT,"W,5-2",9.0,11,2,2,0,2,5,0,0,3.59,39,132.0,85.0,1.0,0.0,0,0,36,1,0,0,1,0,0,1,2,Rich Rieker,"C.Hammond (5-48-W), B.Harvey (1-Sv)",FLA,1993
60,61,Jun 13,True,PIT,"W,5-2",9.0,10,2,2,0,1,7,1,0,3.56,36,110.0,68.0,2.0,0.0,0,0,34,1,0,0,1,0,0,2,4,Eric Gregg,"R.Bowen (5-55-W), J.Klink (2-H), T.Hoffman (1-H), B.Harvey (0-Sv)",FLA,1993
61,62,Jun 14,False,CHC,"L,3-6",8.0,12,6,5,1,4,3,1,0,3.59,39,110.0,65.0,0.0,0.0,0,0,32,2,1,1,2,1,1,1,3,Dana DeMuth,"J.Armstrong (5-30-L), J.Corsi (15), M.Turner (3)",FLA,1993
62,63,Jun 15,False,CHC,"L,0-3",8.0,8,3,2,1,2,6,0,0,3.57,33,107.0,69.0,1.0,0.0,1,1,31,1,0,0,0,0,1,1,3,Paul Runge,"C.Hough (4-56-L), C.Carpenter (6), J.Klink (1)",FLA,1993
63,64,Jun 16,False,CHC,"L,4-6",8.0,9,6,5,1,2,1,0,0,3.6,35,104.0,68.0,1.0,1.0,1,0,31,1,1,1,1,1,1,1,3,Charlie Reliford,"L.Aquino (4-40-L), J.Klink (0), R.Lewis (8)",FLA,1993
64,65,Jun 17,False,PHI,"W,4-1",9.0,4,1,1,0,2,5,0,0,3.56,32,101.0,66.0,1.0,0.0,0,0,30,0,0,0,0,0,0,1,2,Brian Gorman,"C.Hammond (4-73-W), B.Harvey (3-Sv)",FLA,1993
65,66,Jun 18,False,PHI,"L,3-7",8.0,8,7,7,0,5,5,0,0,3.62,35,140.0,73.0,1.0,0.0,0,0,30,3,0,1,0,0,0,1,3,Bruce Froemming,"R.Bowen (4-18-L), R.Lewis (1), C.Carpenter (2)",FLA,1993
66,67,Jun 19,False,PHI,"L,2-5",8.0,12,5,5,0,3,8,1,0,3.65,39,142.0,91.0,2.0,0.0,0,0,35,0,0,0,0,1,0,0,5,Ed Montague,"J.Armstrong (4-23-L), R.Lewis (0), J.Corsi (4), J.Klink (2), M.Turner (4)",FLA,1993
67,68,Jun 20,False,PHI,"L,3-4",8.0,6,4,0,4,4,1,1,1,3.6,34,127.0,76.0,3.0,2.0,1,0,29,1,0,0,0,0,1,1,3,Mike Winters,"C.Hough (4-57), J.Klink (0), T.Hoffman (6-BL)",FLA,1993
68,69,Jun 21,True,STL,"L,3-4",9.0,11,4,4,0,4,13,1,0,3.61,40,84.0,45.0,2.0,0.0,0,0,36,1,1,0,0,0,0,0,4,Rich Rieker,"L.Aquino (4-27-L), C.Carpenter (2), R.Lewis (1), M.Turner (1)",FLA,1993
69,70,Jun 22,True,STL,"W,7-5",9.0,9,5,5,0,1,7,1,0,3.63,37,139.0,95.0,4.0,0.0,0,0,36,2,0,0,0,0,0,0,4,Steve Rippley,"C.Hammond (4-47-W), M.Turner (0-H), T.Hoffman (1), B.Harvey (4-Sv)",FLA,1993
70,71,Jun 23,True,STL,"L,3-4",9.0,8,4,4,0,5,6,0,0,3.63,37,140.0,76.0,2.0,0.0,0,2,32,2,0,1,0,0,0,1,3,Jim Quick,"R.Bowen (4-37-L), J.Corsi (3), R.Lewis (1)",FLA,1993
71,72,Jun 25,True,MON,"W,3-1",9.0,3,1,1,0,2,2,0,1,3.59,33,,,2.0,1.0,1,0,30,0,0,0,0,0,1,1,2,Paul Runge,"J.Armstrong (5-68-W), B.Harvey (2-Sv)",FLA,1993
